Total Enrollment,Number of Students with Disabilities,Percentage of Students with Disabilities,Number of Students in Poverty,Percentage of Students in Poverty,Economic Need Index,DBN
259.4,78.8,30.37779491133385,216.4,83.42328450269855,78.2,18K569
314.2,70.6,22.46976448122215,252.8,80.45830681094844,77.7,18K576
169.2,46.0,27.18676122931442,136.4,80.6146572104019,79.64,18K578
234.6,57.6,24.55242966751918,175.4,74.76555839727196,76.24,18K617
255.6,58.2,22.769953051643192,201.6,78.87323943661971,78.17999999999999,18K629
454.4,68.4,15.052816901408454,402.56,88.59154929577466,73.42,18K633
186.6,52.4,28.081457663451232,158.6,84.994640943194,72.96000000000001,18K635
320.8,59.6,18.5785536159601,261.0,81.35910224438902,79.1,18K637
214.2,42.4,19.794584500466854,185.06,86.39589169000934,82.0,18K642
183.8,73.8,40.15233949945593,146.2,79.5429815016322,81.94,18K673
541.6,126.8,23.412112259970456,475.8,87.85081240768095,84.17999999999999,19K404
534.8,126.0,23.560209424083773,468.8,87.65893792071805,83.1,19K409
511.6,128.4,25.09773260359656,428.4,83.73729476153244,82.72,19K422
278.6,89.6,32.1608040201005,232.2,83.34529791816223,84.5,19K502
219.8,63.8,29.026387625113735,181.6,82.62056414922657,88.2,19K504
383.8,89.2,23.241271495570608,346.0,90.15112037519542,85.92,19K507
205.6,44.2,21.498054474708173,187.8,91.34241245136188,87.53999999999999,19K510
288.8,4.8,1.6620498614958445,258.0,89.33518005540166,95.0,19K583
756.2,202.8,26.81830203649828,589.2,77.9158952658027,79.34,19K615
428.0,91.8,21.44859813084112,362.4,84.67289719626167,78.44,19K618
401.0,81.8,20.399002493765586,350.8,87.48129675810475,88.82000000000001,19K639
333.0,63.8,19.15915915915916,303.2,91.05105105105105,84.76,19K659
399.6,137.0,34.28428428428428,358.2,89.63963963963964,89.58,19K660
262.6,56.0,21.325209444021322,237.0,90.25133282559025,90.9,19K683
333.6,42.0,12.589928057553957,261.6,78.41726618705036,81.17999999999999,19K764
152.5,30.5,20.0,125.0,81.9672131147541,84.5,19K953
3475.6,573.6,16.5036252733341,2803.6,80.66520888479687,80.03999999999999,20K445
1256.2,234.4,18.659449132303774,965.2,76.83489890144881,75.28,20K485
4529.2,672.0,14.837057316965469,3271.4,72.22909123023933,73.1,20K490
3215.6,496.8,15.449682796367709,2621.4,81.52133349919146,86.14,20K505
555.2,82.8,14.913544668587894,498.2,89.73342939481267,86.7,20K609
343.0,8.4,2.4489795918367347,306.4,89.32944606413994,95.0,21K337
609.8,107.0,17.546736634962283,439.4,72.05641193834043,80.08,21K344
271.6,61.8,22.7540500736377,207.2,76.28865979381442,84.47999999999999,21K348
1909.0,323.8,16.961760083813516,1528.4,80.06286013619697,82.52000000000001,21K410
704.6,131.4,18.648878796480272,494.8,70.2242407039455,69.02000000000001,21K468
3678.4,674.0,18.323183993040452,2490.0,67.6924749891257,65.64,21K525
2236.6,313.2,14.00339801484396,1864.0,83.34078512027185,80.94,21K540
276.8,62.2,22.471098265895954,222.8,80.4913294797688,81.86,21K559
378.0,79.0,20.8994708994709,291.8,77.19576719576719,77.3,21K572
483.0,178.4,36.935817805383024,418.4,86.62525879917183,81.22,21K620
933.6,189.2,20.265638389031704,716.4,76.73521850899743,76.53999999999999,21K690
220.0,84.4,38.36363636363637,191.2,86.9090909090909,88.64,21K728
4083.2,520.6,12.74980407523511,3000.6,73.48648119122258,65.0,22K405
3738.6,572.0,15.299844861712941,2806.4,75.0655325522923,65.24,22K425
1001.4,167.6,16.736568803674857,505.2,50.44937088076693,45.08,22K535
649.0,99.2,15.285053929121725,465.6,71.7411402157165,57.08,22K555
416.2,57.2,13.74339259971168,328.0,78.80826525708794,82.28,22K611
192.6,45.2,23.46832814122534,157.8,81.93146417445483,76.06,22K630
315.4,75.4,23.906150919467347,271.0,85.92263792010147,84.02000000000001,23K493
152.2,49.0,32.19448094612352,138.0,90.67017082785809,88.67999999999999,23K514
186.4,56.2,30.150214592274676,158.2,84.87124463519312,86.22,23K643
629.6,183.0,29.06607369758577,503.2,79.92376111817026,75.47999999999999,23K644
207.6,75.0,36.127167630057805,192.2,92.58188824662813,89.28,23K647
183.4,74.0,40.348964013086146,170.01,92.69901853871319,92.62,23K697
279.2,9.4,3.36676217765043,250.2,89.61318051575931,95.0,24Q236
687.2,86.8,12.630966239813734,565.4,82.27590221187427,70.58,24Q264
403.4,75.6,18.740704015865145,325.2,80.61477441745166,74.1,24Q267
611.2,109.4,17.899214659685864,491.0,80.33376963350784,78.44,24Q293
413.8,8.8,2.126631222812953,359.21999999999997,86.81005316578056,95.0,24Q296
645.2,55.2,8.555486670799752,314.0,48.66707997520148,45.26,24Q299
1747.6,263.6,15.083543144884414,1353.8,77.46623941405356,81.5,24Q455
1649.6,333.8,20.235208535402524,1206.0,73.1086323957323,77.02000000000001,24Q485
505.8,86.2,17.04230921312772,369.2,72.99327797548438,75.86,24Q520
515.2,9.8,1.9021739130434785,358.4,69.56521739130433,88.03999999999999,24Q530
780.2,121.2,15.534478338887464,570.4,73.10945911304792,75.9,24Q550
643.4,105.6,16.412806963009015,474.4,73.7332918868511,61.8,24Q560
1186.8,183.6,15.470171890798786,714.2,60.17863161442535,57.620000000000005,24Q585
1488.6,266.8,17.922880558914418,1249.0,83.9043396479914,78.56,24Q600
2034.8,284.4,13.976803617063101,1318.4,64.79260861018282,67.7,24Q610
243.6,33.0,13.546798029556651,193.0,79.22824302134647,76.84,24Q744
591.6,111.4,18.83029073698445,457.2,77.28194726166329,73.42,25Q240
439.2,24.4,5.555555555555555,346.6,78.91621129326049,77.5,25Q241
589.4,90.8,15.405497115710892,348.6,59.144893111638964,57.239999999999995,25Q252
425.8,8.2,1.9257867543447624,379.2,89.05589478628464,94.86,25Q263
659.8,93.0,14.095180357684148,540.0,81.84298272203698,69.5,25Q281
601.6,118.8,19.747340425531913,351.6,58.444148936170215,45.12,25Q285
3382.4,529.8,15.663434247871333,2574.4,76.1116367076632,76.5,25Q425
1530.0,211.0,13.790849673202615,1234.6,80.69281045751633,79.9,25Q460
1232.0,93.4,7.5811688311688314,638.2,51.80194805194805,40.44,25Q525
364.6,84.6,23.203510696653865,279.6,76.68678003291278,75.94,25Q540
675.4,116.6,17.263843648208468,540.4,80.01184483269174,71.67999999999999,25Q670
158.8,23.4,14.735516372795967,114.6,72.16624685138538,70.48,25Q792
513.6,70.2,13.66822429906542,372.8,72.58566978193146,60.6,26Q315
3482.8,489.4,14.051912254507865,2327.8,66.83702767887907,53.739999999999995,26Q415
4431.2,636.6,14.36631160859361,3122.0,70.45495576818921,59.58,26Q430
1145.0,157.6,13.764192139737991,865.6,75.59825327510917,68.3,26Q435
2940.0,479.8,16.319727891156464,2141.4,72.83673469387756,54.620000000000005,26Q495
1006.4,191.0,18.9785373608903,604.8,60.09538950715421,46.7,26Q566
308.0,68.0,22.07792207792208,245.4,79.67532467532467,89.97999999999999,27Q260
300.0,41.4,13.799999999999999,221.0,73.66666666666667,74.82,27Q261
1059.4,150.2,14.177836511232773,765.0,72.21068529356238,67.32000000000001,27Q262
472.2,90.4,19.144430326132998,350.8,74.29055484963999,83.22,27Q302
611.0,116.2,19.018003273322424,461.6,75.54828150572833,60.32000000000001,27Q308
663.6,106.0,15.973477998794456,543.4,81.88667872212176,84.08,27Q309
384.4,72.6,18.88657648283038,276.8,72.00832466181062,69.52000000000001,27Q314
1282.2,172.8,13.476836686944315,594.4,46.357822492590856,35.68,27Q323
281.6,88.6,31.463068181818176,250.6,88.99147727272727,85.53999999999999,27Q324
412.2,63.6,15.429403202328967,302.6,73.41096555070354,70.9,27Q334
305.6,93.6,30.628272251308896,260.2,85.14397905759161,83.96,27Q351
384.4,91.0,23.673257023933402,311.4,81.00936524453694,73.52000000000001,27Q400
1616.2,249.6,15.443633213711175,1287.8,79.68073258260115,79.0,27Q475
2383.2,343.6,14.417589795233301,1914.0,80.31218529707957,76.25999999999999,27Q480
1072.4,175.6,16.374487131667287,735.0,68.53785900783289,54.86,27Q650
1636.2,236.8,14.472558366947808,869.4,53.135313531353134,48.260000000000005,28Q157
832.6,161.2,19.361037713187603,568.8,68.31611818400192,54.239999999999995,28Q167
632.8,76.2,12.0417193426043,470.0,74.2730720606827,51.839999999999996,28Q284
660.6,103.0,15.59188616409325,567.0,85.83106267029973,71.5,28Q310
448.6,86.8,19.34908604547481,331.0,73.78510922871155,71.88,28Q325
463.0,76.4,16.50107991360691,350.4,75.6803455723542,68.67999999999999,28Q328
183.8,19.2,10.446137105549509,155.2,84.43960826985854,74.96000000000001,28Q338
498.2,76.0,15.25491770373344,367.0,73.66519470092334,68.36,28Q350
3739.6,602.4,16.10867472456947,2781.2,74.37159054444325,60.56,28Q440
3046.2,345.2,11.33215153305758,2500.4,82.082594708161,75.08,28Q505
2224.2,302.8,13.613883643557237,1706.8,76.7377034439349,62.04,28Q620
701.8,94.6,13.479623824451412,411.8,58.67768595041323,55.94,28Q680
1087.4,189.8,17.45447857274232,641.0,58.947949236711416,46.68,28Q686
491.8,2.2,0.44733631557543724,304.0,61.813745424969504,49.56,28Q687
424.6,87.6,20.631182289213378,316.2,74.47008949599623,73.62,28Q690
560.6,85.2,15.198002140563682,409.2,72.99322154834105,61.86,28Q896
442.2,52.6,11.895070104025327,338.0,76.43600180913614,68.03999999999999,29Q243
309.4,51.6,16.677440206851973,242.0,78.21590174531352,69.06,29Q248
600.2,97.8,16.294568477174273,455.2,75.84138620459846,53.67999999999999,29Q259
426.6,71.2,16.690107829348335,320.4,75.10548523206751,63.14,29Q265
394.8,67.2,17.02127659574468,284.2,71.98581560283688,66.14,29Q272
558.4,90.0,16.117478510028654,391.0,70.02148997134671,56.02,29Q283
402.4,70.0,17.395626242544733,334.4,83.1013916500994,69.24,29Q313
362.0,69.0,19.060773480662984,272.4,75.24861878453038,60.56,29Q326
459.2,115.8,25.217770034843205,329.2,71.68989547038326,60.2,29Q327
390.4,43.6,11.168032786885247,306.2,78.43237704918032,71.66,29Q492
421.0,69.2,16.43705463182898,348.6,82.80285035629454,69.03999999999999,29Q498
521.4,88.0,16.87763713080169,395.6,75.87265055619487,66.88,30Q258
580.6,85.8,14.777816052359627,455.4,78.4361005856011,68.8,30Q286
558.0,117.0,20.967741935483872,346.4,62.07885304659497,59.379999999999995,30Q301
2238.2,341.2,15.244392815655438,1887.6,84.33562684299885,81.47999999999999,30Q445
2177.8,378.6,17.384516484525665,1821.6,83.64404444852602,81.9,30Q450
855.4,152.0,17.769464577975217,300.2,35.09469254150105,35.64,30Q501
967.2,179.8,18.58974358974359,789.8,81.65839536807277,79.26,30Q502
805.6,11.4,1.4150943396226416,698.0,86.64349553128103,95.0,30Q555
1077.4,97.0,9.003155745312789,719.6,66.79042138481529,55.9,30Q575
547.6,50.6,9.240321402483564,232.4,42.43973703433163,41.84,30Q580
297.8,117.8,39.556749496306246,244.4,82.06850235057085,81.24,31R028
501.2,81.2,16.201117318435752,252.4,50.359138068635275,40.7,31R047
431.4,117.0,27.121001390820588,208.2,48.261474269819196,41.92,31R064
1352.2,394.6,29.18207365774294,656.4,48.54311492382784,49.58,31R080
3101.6,713.4,23.001031725561,1921.6,61.95511993809647,56.279999999999994,31R440
1569.8,460.6,29.341317365269465,1223.2,77.92075423620844,74.96000000000001,31R445
2471.4,475.2,19.22796795338674,1886.8,76.34539127619972,74.12,31R450
3717.8,791.0,21.27602345473129,1432.2,38.52278229060197,34.22,31R455
3331.4,719.0,21.582517860359008,1929.0,57.90358407876568,52.279999999999994,31R460
171.6,58.8,34.26573426573427,140.0,81.58508158508158,83.47999999999999,31R470
804.6,267.0,33.184190902311705,593.6,73.77578921203083,74.03999999999999,31R600
1335.4,17.8,1.3329339523738204,585.4,43.83705256851879,37.839999999999996,31R605
316.4,58.8,18.58407079646018,284.0,89.7597977243995,82.14,32K168
265.8,50.4,18.96162528216704,245.05,92.19337848006019,91.12,32K403
476.6,114.8,24.087284934955935,418.0,87.70457406630298,91.0,32K545
327.6,74.0,22.588522588522586,268.2,81.86813186813185,93.0,32K549
298.0,68.2,22.88590604026846,279.96999999999997,93.94966442953019,88.2,32K552
428.0,57.4,13.411214953271028,346.6,80.98130841121495,68.72,32K554
334.8,86.0,25.686977299880525,316.38,94.49820788530465,93.16,32K556
186.6,65.4,35.04823151125402,159.4,85.42336548767418,89.28,32K564
372.2,370.6,99.57012358946804,337.2,90.5964535196131,92.42,75K036
449.2,449.0,99.95547640249333,408.0,90.82813891362423,92.06,75K053
290.4,290.2,99.93112947658402,247.4,85.19283746556475,88.17999999999999,75K077
321.0,321.0,100.0,298.0,92.83489096573209,92.7,75K140
369.2,369.0,99.94582881906825,331.0,89.65330444203684,91.94,75K141
250.6,238.4,95.13168395849961,234.4,93.53551476456505,94.74,75K368
541.4,539.8,99.70446989287034,476.4,87.99408939785741,89.8,75K369
244.6,243.8,99.67293540474245,205.8,84.13736713000817,87.44,75K370
237.4,232.4,97.89385004212299,216.2,91.06992417860151,92.96000000000001,75K371
466.0,464.2,99.6137339055794,423.8,90.94420600858369,93.32000000000001,75K373
477.0,476.6,99.916142557652,435.2,91.23689727463312,93.12,75K721
288.2,282.8,98.1263011797363,266.6,92.5052047189452,94.03999999999999,75K753
458.0,457.4,99.86899563318777,382.2,83.44978165938865,85.86,75K771
331.2,330.6,99.81884057971016,308.2,93.05555555555556,93.96000000000001,75K811
289.2,255.2,88.24343015214384,243.8,84.3015214384509,87.12,75M035
266.6,266.6,100.0,251.3,94.26106526631658,95.0,75M079
405.6,405.6,100.0,341.4,84.17159763313609,86.74,75M094
636.0,635.6,99.937106918239,575.2,90.44025157232704,93.0,75M138
349.2,347.2,99.42726231386025,325.4,93.184421534937,94.56,75M169
280.8,280.8,100.0,242.4,86.32478632478632,89.28,75M226
72.6,26.4,36.36363636363637,50.6,69.6969696969697,79.12,75M401
53.6,39.6,73.88059701492537,44.0,82.08955223880596,84.82000000000001,75M501
193.0,192.8,99.89637305699482,177.0,91.70984455958549,94.1,75M721
218.2,216.2,99.083409715857,199.6,91.4757103574702,93.66,75M751
437.0,437.0,100.0,394.0,90.16018306636155,93.4,75M811
635.5,633.5,99.6852871754524,529.25,83.28088119590873,84.475,75Q009
284.0,227.6,80.14084507042253,243.4,85.70422535211267,89.17999999999999,75Q023
571.0,569.0,99.64973730297724,480.0,84.0630472854641,86.19999999999999,75Q075
496.8,496.8,100.0,407.0,81.92431561996779,83.1,75Q177
396.0,396.0,100.0,281.0,70.95959595959596,74.2,75Q224
531.8,531.4,99.92478375329071,448.8,84.3926288078225,85.74,75Q233
436.4,435.8,99.86251145737856,348.6,79.88084326306142,81.96000000000001,75Q255
524.2,455.6,86.9133918351774,424.8,81.03777184280808,89.44,75Q256
566.2,565.6,99.89403037795832,454.2,80.2190038855528,81.94000000000001,75Q277
488.8,488.4,99.91816693944354,428.4,87.6432078559738,89.22,75Q721
405.4,401.4,99.01332017760237,351.4,86.67982239763197,88.5,75Q752
430.0,429.0,99.76744186046511,359.4,83.5813953488372,84.72,75Q811
584.2,584.0,99.96576514892159,472.2,80.82848339609721,82.62,75Q993
574.2,570.0,99.2685475444096,491.2,85.5451062347614,86.9,75R025
419.8,419.4,99.90471653168174,339.0,80.75273939971414,82.1,75R037
451.2,450.6,99.86702127659576,415.6,92.10992907801419,92.53999999999999,75R721
594.6,593.8,99.86545576858391,532.0,89.47191389169188,92.24,75X010
300.4,299.4,99.66711051930758,281.99,93.87150466045274,95.0,75X012
481.4,479.6,99.62609056917326,436.6,90.69380972164521,93.2,75X017
531.4,530.0,99.73654497553632,477.2,89.80052691004893,92.38,75X168
635.4,634.8,99.90557129367326,548.2,86.27636134718288,89.0,75X176
670.3333333333334,665.0,99.20437593237195,629.3333333333334,93.88363998010941,95.0,75X186
517.4,516.8,99.88403556242751,471.4,91.10939311944337,93.66,75X188
513.0,512.0,99.80506822612085,472.0,92.00779727095517,93.6,75X469
555.0,555.0,100.0,515.6,92.90090090090091,94.8,75X721
468.4,462.0,98.6336464560205,442.66999999999996,94.50683176771989,94.92,75X723
491.4,487.0,99.10459910459912,462.63,94.14529914529915,95.0,75X754
633.4,631.8,99.74739501105147,598.88,94.55004736343543,95.0,75X811
1438.3333333333333,334.0,23.221320973348785,1129.6666666666667,78.53997682502897,82.93333333333334,79K925
18.25,9.0,49.31506849315068,15.5,84.93150684931507,88.05000000000001,79M331
1116.0,363.6666666666667,32.58661887694146,941.0,84.31899641577061,88.39999999999999,79M379
726.8,9.0,1.2383048981838194,468.8,64.50192625206384,72.3,79M645
400.4,179.4,44.80519480519481,345.2,86.21378621378622,86.54,79M973
238.2,92.8,38.95885810243493,162.4,68.17800167926113,79.88,79Q344
3171.4,449.6,14.176704294633286,2375.6,74.90698114397426,89.46000000000001,79Q950
217.2,126.0,58.01104972375691,206.33999999999997,95.0,94.88,79X695
1252.2,191.2,15.26912633764574,989.0,78.98099345152532,69.0,84K356
885.0,148.5,16.779661016949152,758.0,85.64971751412429,79.30000000000001,84K357
1100.4,129.8,11.795710650672483,922.6,83.84223918575063,74.28,84K358
191.6,84.2,43.94572025052192,170.4,88.93528183716076,90.94,84K395
530.0,97.5,18.39622641509434,440.0,83.01886792452831,78.6,84K406
273.0,117.4,43.00366300366301,243.8,89.30402930402931,89.3,84K417
960.4,170.8,17.784256559766764,807.4,84.06913785922532,81.42,84K473
268.4,116.2,43.2935916542474,230.2,85.76751117734725,88.08,84K486
888.3333333333334,131.0,14.74671669793621,700.3333333333334,78.83677298311444,72.7,84K508
1163.4,140.6,12.085267319924359,950.6,81.70878459687123,76.06,84K517
1114.0,204.0,18.31238779174147,962.0,86.35547576301616,79.0,84K538
989.6,127.2,12.853678253839934,810.2,81.87146321746161,73.42,84K608
1133.0,135.8,11.985878199470433,922.8,81.44748455428066,78.1,84K626
1533.8,201.6,13.143825792150215,1277.8,83.30942756552354,73.94,84K652
930.0,111.0,11.935483870967742,742.0,79.78494623655914,79.0,84K680
398.2,83.0,20.843797086891012,314.6,79.00552486187846,76.53999999999999,84K693
722.25,137.25,19.003115264797508,338.0,46.79820006922811,43.15,84K707
324.0,61.0,18.82716049382716,279.3333333333333,86.21399176954732,84.0,84K710
1388.6,200.6,14.446204810600605,1075.4,77.44490854097653,72.97999999999999,84K712
290.4,69.4,23.898071625344354,242.0,83.33333333333334,86.08,84K730
489.0,66.4,13.57873210633947,407.4,83.31288343558282,82.84,84K733
353.6,43.8,12.386877828054297,284.6,80.48642533936652,68.12,84K738
221.4,41.2,18.60885275519422,179.0,80.84914182475158,74.16,84K739
1047.4,237.8,22.70383807523391,898.4,85.77429826236394,80.96000000000001,84K744
518.8,114.6,22.089437162683115,395.6,76.25289128758675,79.6,84K757
868.0,89.0,10.253456221198157,699.0,80.52995391705069,74.7,84K774
1256.2,130.6,10.39643368890304,1029.0,81.91370800827893,73.97999999999999,84K775
422.5,53.5,12.662721893491124,343.5,81.30177514792899,75.6,84K777
606.0,175.6,28.976897689768975,466.11,76.91584158415841,76.62,84K803
171.2,30.6,17.87383177570094,137.4,80.2570093457944,76.03999999999999,84K892
270.0,63.666666666666664,23.580246913580247,206.66666666666666,76.5432098765432,79.96666666666667,84K911
1036.0,199.0,19.20849420849421,406.0,39.189189189189186,37.2,84K928
664.4,137.0,20.62010836845274,551.2,82.96207104154125,81.84,84M065
1021.0,195.0,19.09892262487757,918.0,89.91185112634672,83.15,84M068
302.0,100.0,33.11258278145696,253.5,83.94039735099338,85.25,84M202
422.5,90.5,21.420118343195266,348.0625,82.38165680473372,79.3,84M204
440.8,278.6,63.203266787658805,395.52,89.72776769509981,89.6,84M279
1153.0,200.4,17.38074588031223,1013.0,87.85776235906332,86.06,84M284
697.2,148.6,21.31382673551348,598.4,85.82903040734365,84.92,84M335
1567.8,311.8,19.887740783263173,1383.2,88.22553897180764,82.46000000000001,84M336
38.0,38.0,100.0,35.42,93.21052631578948,91.86,84M337
1045.0,180.4,17.263157894736842,917.0,87.7511961722488,85.64,84M341
696.6,120.8,17.34137238013207,577.0,82.8308929084123,79.56,84M350
1263.6,167.6,13.26369104146882,908.0,71.85818296929408,75.96000000000001,84M351
763.8,113.2,14.82063367373658,698.0,91.38517936632627,91.32000000000001,84M353
817.6,232.8,28.47358121330724,727.6,88.9921722113503,87.88,84M382
1122.8,202.2,18.008550053437833,833.2,74.20733879586749,79.68,84M385
421.6,142.0,33.68121442125237,365.2,86.6223908918406,89.03999999999999,84M433
928.2,222.2,23.938806291747465,834.6,89.91596638655463,84.26,84M478
1050.0,224.4,21.37142857142857,916.6,87.29523809523809,83.6,84M481
810.0,237.66666666666666,29.34156378600823,668.6666666666666,82.55144032921811,87.3,84M518
325.4,86.4,26.551936078672405,261.8,80.45482483097727,83.44,84M522
431.0,176.2,40.88167053364269,379.8,88.12064965197216,90.34,84M707
985.8,201.4,20.43010752688172,875.0,88.76039764658145,87.24,84M708
866.0,166.0,19.168591224018474,720.2,83.16397228637415,81.84,84M709
964.5,243.0,25.194401244167963,822.5,85.27734577501296,83.35,84M726
458.8,74.8,16.303400174367916,345.8,75.37053182214473,56.42,84Q320
932.0,136.0,14.592274678111588,746.0,80.04291845493562,79.45,84Q340
233.0,49.0,21.030042918454935,185.4,79.57081545064378,74.0,84Q373
161.33333333333334,56.666666666666664,35.123966942148755,141.0,87.39669421487602,81.5,84Q388
618.8,97.8,15.804783451842274,456.0,73.69101486748546,60.8,84Q705
139.0,53.6,38.56115107913669,93.6,67.33812949640287,66.74,84R012
755.2,286.0,37.8707627118644,579.2,76.6949152542373,72.7,84R067
158.0,41.5,26.265822784810126,114.0,72.15189873417721,70.775,84R070
670.0,114.6,17.104477611940297,600.6,89.64179104477611,84.38,84X185
222.6,102.6,46.091644204851754,202.4,90.92542677448338,94.26,84X200
555.6,93.0,16.73866090712743,490.2,88.22894168466522,84.88,84X202
475.0,90.4,19.031578947368423,397.6,83.70526315789473,87.16,84X208
970.8,230.0,23.691800576843843,898.04,92.50515039142975,87.67999999999999,84X345
358.8,49.6,13.823857302118173,296.2,82.55295429208472,81.94,84X347
1230.0,213.0,17.317073170731707,952.0,77.39837398373983,84.8,84X380
441.2,65.4,14.823209428830463,392.0,88.84859474161378,81.84,84X393
450.8,91.2,20.23070097604259,426.93,94.70496894409938,84.72,84X395
448.4,63.6,14.183764495985729,362.8,80.9099018733274,86.06,84X429
622.6,78.0,12.528107934468357,581.37,93.37777063925473,90.7,84X461
491.4,86.0,17.5010175010175,466.8299999999999,94.99999999999999,91.32000000000001,84X471
765.8,151.8,19.82240793940977,715.73,93.46173935753461,90.38,84X482
634.2,158.4,24.9763481551561,517.8,81.64616840113527,68.56,84X488
496.6,59.4,11.961337092227144,397.6,80.06443817962142,80.94000000000001,84X539
554.4,98.6,17.784992784992784,478.6,86.32756132756133,83.24,84X553
293.4,67.0,22.83571915473756,249.0,84.86707566462168,87.17999999999999,84X581
577.5,120.0,20.77922077922078,517.0,89.52380952380953,91.95,84X585
277.25,63.0,22.72317403065825,244.5,88.18755635707845,82.025,84X597
214.0,92.75,43.3411214953271,202.3875,94.57359813084112,93.925,84X610
214.66666666666666,43.333333333333336,20.18633540372671,183.66666666666666,85.55900621118012,87.10000000000001,84X611
118.0,28.0,23.728813559322035,90.0,76.27118644067797,78.7,84X635
760.2,108.2,14.233096553538541,667.0,87.74006840305182,85.0,84X703
1092.2,173.2,15.857901483244824,975.8,89.34261124336201,84.1,84X704
